City,Restaurant,Date,IsHoliday,Weekly_Sales
1,1,06-01-12,False,11448.293
1,1,13-01-12,False,28872.637
1,1,20-01-12,False,33652.7
1,1,27-01-12,False,32239.115
1,1,03-02-12,False,27008.877
1,1,10-02-12,True,26422.863
1,1,17-02-12,False,31652.93
1,1,24-02-12,False,23581.299
1,1,02-03-12,False,24816.078
1,1,09-03-12,False,25398.912
1,1,16-03-12,False,22632.512
1,1,23-03-12,False,24436.014
1,1,30-03-12,False,24744.73
1,1,06-04-12,False,32844.49
1,1,13-04-12,False,20209.121
1,1,20-04-12,False,19383.068
1,1,27-04-12,False,20287.195
1,1,04-05-12,False,21631.646
1,1,11-05-12,False,18927.352
1,1,18-05-12,False,19457.777
1,1,25-05-12,False,19949.49
1,1,01-06-12,False,24478.488
1,1,08-06-12,False,29852.787
1,1,15-06-12,False,19518.354
1,1,22-06-12,False,20333.234
1,1,29-06-12,False,29515.408
1,1,06-07-12,False,18336.932
1,1,13-07-12,False,17647.092
1,1,20-07-12,False,17875.613
1,1,27-07-12,False,17950.775
1,1,03-08-12,False,19074.408
1,1,10-08-12,False,19840.469
1,1,17-08-12,False,18864.664
1,1,24-08-12,False,18092.371
1,1,31-08-12,False,18285.22
1,1,07-09-12,True,19433.625
1,1,14-09-12,False,24617.947
1,1,21-09-12,False,26732.777
1,1,28-09-12,False,32843.29
1,1,05-10-12,False,28866.541
1,1,12-10-12,False,26319.012
1,1,19-10-12,False,33477.98
1,1,26-10-12,False,29168.973
1,2,06-01-12,False,41182.125
1,2,13-01-12,False,42562.883
1,2,20-01-12,False,40167.996
1,2,27-01-12,False,44860.273
1,2,03-02-12,False,50858.117
1,2,10-02-12,True,48863.38
1,2,17-02-12,False,48302.082
1,2,24-02-12,False,43351.914
1,2,02-03-12,False,45496.477
1,2,09-03-12,False,25088.021
1,2,16-03-12,False,47587.633
1,2,23-03-12,False,46367.62
1,2,30-03-12,False,46028.184
1,2,06-04-12,False,14809.492
1,2,13-04-12,False,46672.008
1,2,20-04-12,False,46229.55
1,2,27-04-12,False,46056.605
1,2,04-05-12,False,46481.305
1,2,11-05-12,False,46719.87
1,2,18-05-12,False,47765.043
1,2,25-05-12,False,49792.285
1,2,01-06-12,False,47069.645
1,2,08-06-12,False,11154.698
1,2,15-06-12,False,47280.56
1,2,22-06-12,False,46475.7
1,2,29-06-12,False,45029.92
1,2,06-07-12,False,48610.93
1,2,13-07-12,False,48746.88
1,2,20-07-12,False,49218.086
1,2,27-07-12,False,48722.703
1,2,03-08-12,False,48207.05
1,2,10-08-12,False,47513.156
1,2,17-08-12,False,47382.953
1,2,24-08-12,False,48816.965
1,2,31-08-12,False,45904.605
1,2,07-09-12,True,44915.527
1,2,14-09-12,False,44784.594
1,2,21-09-12,False,44886.965
1,2,28-09-12,False,44918.215
1,2,05-10-12,False,28023.984
1,2,12-10-12,False,44868.652
1,2,19-10-12,False,48336.523
1,2,26-10-12,False,54916.5
1,3,06-01-12,False,39229.098
1,3,13-01-12,False,10270.153
1,3,20-01-12,False,46819.137
1,3,27-01-12,False,47832.23
1,3,03-02-12,False,12161.349
1,3,10-02-12,True,10283.145
1,3,17-02-12,False,11126.525
1,3,24-02-12,False,8640.701
1,3,02-03-12,False,11701.812
1,3,09-03-12,False,24756.582
1,3,16-03-12,False,8720.891
1,3,23-03-12,False,8139.0664
1,3,30-03-12,False,6532.6807
1,3,06-04-12,False,12535.304
1,3,13-04-12,False,6942.8877
1,3,20-04-12,False,6744.1396
1,3,27-04-12,False,5865.468
1,3,04-05-12,False,6196.05
1,3,11-05-12,False,6804.552
1,3,18-05-12,False,6605.0723
1,3,25-05-12,False,8268.355
1,3,01-06-12,False,11908.935
1,3,08-06-12,False,21725.258
1,3,15-06-12,False,9372.776
1,3,22-06-12,False,9712.5205
1,3,29-06-12,False,8053.578
1,3,06-07-12,False,19298.367
1,3,13-07-12,False,24272.992
1,3,20-07-12,False,26284.643
1,3,27-07-12,False,27396.824
1,3,03-08-12,False,20367.754
1,3,10-08-12,False,10863.319
1,3,17-08-12,False,12547.07
1,3,24-08-12,False,15153.067
1,3,31-08-12,False,9879.842
1,3,07-09-12,True,10676.0625
1,3,14-09-12,False,9242.468
1,3,21-09-12,False,7937.4463
1,3,28-09-12,False,9330.728
1,3,05-10-12,False,27345.738
1,3,12-10-12,False,8635.437
1,3,19-10-12,False,9294.765
1,3,26-10-12,False,10398.91
1,4,06-01-12,False,16937.477
1,4,13-01-12,False,35860.156
1,4,20-01-12,False,9214.558
1,4,27-01-12,False,9040.14
1,4,03-02-12,False,33716.99
1,4,10-02-12,True,32993.76
1,4,17-02-12,False,34242.52
1,4,24-02-12,False,31661.047
1,4,02-03-12,False,32007.08
1,4,09-03-12,False,22468.3
1,4,16-03-12,False,32626.752
1,4,23-03-12,False,31192.639
1,4,30-03-12,False,29587.436
1,4,06-04-12,False,29061.426
1,4,13-04-12,False,30171.049
1,4,20-04-12,False,30826.492
1,4,27-04-12,False,26627.717
1,4,04-05-12,False,29003.555
1,4,11-05-12,False,29995.967
1,4,18-05-12,False,33116.97
1,4,25-05-12,False,32135.256
1,4,01-06-12,False,30212.867
1,4,08-06-12,False,27832.39
1,4,15-06-12,False,29683.21
1,4,22-06-12,False,31014.402
1,4,29-06-12,False,27390.756
1,4,06-07-12,False,32741.098
1,4,13-07-12,False,33561.617
1,4,20-07-12,False,33505.93
1,4,27-07-12,False,33311.508
1,4,03-08-12,False,33218.164
1,4,10-08-12,False,32103.773
1,4,17-08-12,False,32476.762
1,4,24-08-12,False,33741.48
1,4,31-08-12,False,30865.184
1,4,07-09-12,True,31672.795
1,4,14-09-12,False,29500.85
1,4,21-09-12,False,30128.365
1,4,28-09-12,False,33709.074
1,4,05-10-12,False,25055.078
1,4,12-10-12,False,28325.113
1,4,19-10-12,False,33996.676
1,4,26-10-12,False,40158.047
1,5,06-01-12,False,39437.496
1,5,13-01-12,False,21441.453
1,5,20-01-12,False,31641.48
1,5,27-01-12,False,30760.92
1,5,03-02-12,False,25613.875
1,5,10-02-12,True,24058.129
1,5,17-02-12,False,23337.635
1,5,24-02-12,False,20281.559
1,5,02-03-12,False,21545.033
1,5,09-03-12,False,7428.1553
1,5,16-03-12,False,19788.941
1,5,23-03-12,False,18853.271
1,5,30-03-12,False,22159.791
1,5,06-04-12,False,8852.484
1,5,13-04-12,False,18181.193
1,5,20-04-12,False,17774.035
1,5,27-04-12,False,21430.959
1,5,04-05-12,False,18906.346
1,5,11-05-12,False,18435.031
1,5,18-05-12,False,20193.105
1,5,25-05-12,False,18326.793
1,5,01-06-12,False,15986.33
1,5,08-06-12,False,5947.9707
1,5,15-06-12,False,19520.14
1,5,22-06-12,False,17652.764
1,5,29-06-12,False,20771.154
1,5,06-07-12,False,18458.598
1,5,13-07-12,False,20268.953
1,5,20-07-12,False,19896.45
1,5,27-07-12,False,20873.607
1,5,03-08-12,False,21020.53
1,5,10-08-12,False,22198.918
1,5,17-08-12,False,22239.129
1,5,24-08-12,False,20675.635
1,5,31-08-12,False,18900.035
1,5,07-09-12,True,18152.465
1,5,14-09-12,False,27672.396
1,5,21-09-12,False,27322.682
1,5,28-09-12,False,30495.88
1,5,05-10-12,False,7742.785
1,5,12-10-12,False,29657.607
1,5,19-10-12,False,33895.973
1,5,26-10-12,False,52536.38
1,6,06-01-12,False,21042.371
1,6,13-01-12,False,7809.54
1,6,20-01-12,False,32422.055
1,6,27-01-12,False,30350.238
1,6,03-02-12,False,4090.4385
1,6,10-02-12,True,4172.002
1,6,17-02-12,False,4089.8252
1,6,24-02-12,False,3341.9707
1,6,02-03-12,False,4031.501
1,6,09-03-12,False,19150.977
1,6,16-03-12,False,4276.885
1,6,23-03-12,False,4414.623
1,6,30-03-12,False,4023.1533
1,6,06-04-12,False,21309.572
1,6,13-04-12,False,4012.579
1,6,20-04-12,False,4017.6016
